,request
2003-03-01 13:00:41.148,percocet
2003-03-01 13:00:43.101,plaquenil
2003-03-01 13:00:53.108,gabapentin
2003-03-01 13:01:20.954,np thyroid
2003-03-01 13:01:22.494,effexor xr
2003-03-01 13:01:23.590,methylphen
2003-03-01 13:01:36.611,alpraz
2003-03-01 13:01:57.828,diazepam
2003-03-01 13:02:00.721,maxitrol
2003-03-01 13:02:04.503,singulair
2003-03-01 13:02:12.998,montelukast
2003-03-01 13:02:13.375,addera
2003-03-01 13:02:18.681,colace
2003-03-01 13:02:23.805,docusate sodium
2003-03-01 13:02:27.408,valium
2003-03-01 13:02:51.530,proges
2003-03-01 13:03:05.574,cosopt
2003-03-01 13:03:08.583,lisinopril-hydrochlorothiazide
2003-03-01 13:03:11.825,ms con
2003-03-01 13:03:27.777,norco
2003-03-01 13:03:40.231,trazodone
2003-03-01 13:03:48.740,ritalin
2003-03-01 13:03:49.041,anafranil
2003-03-01 13:03:49.045,bupro
2003-03-01 13:04:04.952,ms cont
2003-03-01 13:04:07.588,ketorolac
2003-03-01 13:04:08.119,dextroamphetamine-amphetamine
2003-03-01 13:04:26.009,percocet
2003-03-01 13:04:35.452,zymaxid
2003-03-01 13:04:44.916,gatifloxacin
2003-03-01 13:04:45.234,amitriptyline
2003-03-01 13:04:46.700,norco
2003-03-01 13:04:56.082,lunesta
2003-03-01 13:05:03.780,prozac
2003-03-01 13:05:07.505,methylphenidate hcl
2003-03-01 13:05:09.055,sertraline
2003-03-01 13:05:21.418,pred forte
2003-03-01 13:05:21.826,cymbalta
2003-03-01 13:05:21.890,lexapro
2003-03-01 13:05:24.375,norco
2003-03-01 13:05:25.585,amitriptyline
2003-03-01 13:05:29.627,prednisolone acetate
2003-03-01 13:05:39.233,robaxin
2003-03-01 13:05:41.282,docusate sodium
2003-03-01 13:05:49.022,clonidine hcl
2003-03-01 13:06:13.879,adderall
2003-03-01 13:06:20.645,dexedrine
2003-03-01 13:06:32.416,primidone
2003-03-01 13:06:35.012,bactrim ds
2003-03-01 13:06:35.748,cellcept
2003-03-01 13:06:38.278,zolpidem
2003-03-01 13:06:42.375,zoloft
2003-03-01 13:06:43.966,sertraline
2003-03-01 13:07:04.329,topiramate
2003-03-01 13:07:08.354,norco
2003-03-01 13:07:31.543,pred forte
2003-03-01 13:07:46.625,topiramate
2003-03-01 13:07:53.096,metop
2003-03-01 13:07:56.856,intuniv
2003-03-01 13:07:58.854,norco
2003-03-01 13:08:21.352,hydroc
2003-03-01 13:08:25.939,metop
2003-03-01 13:08:31.645,sodium citrate
2003-03-01 13:08:39.243,norco
2003-03-01 13:08:47.192,clonazep
2003-03-01 13:08:55.080,voltare
2003-03-01 13:09:12.757,alrex
2003-03-01 13:09:16.862,citalopram
2003-03-01 13:09:22.252,risperdal
2003-03-01 13:09:34.316,sertraline
2003-03-01 13:09:55.947,duexis
2003-03-01 13:10:03.929,desipramine
2003-03-01 13:10:14.621,sertraline
2003-03-01 13:10:44.835,ibupro
2003-03-01 13:11:00.296,low-ogestrel (28)
2003-03-01 13:11:08.311,duragesic
2003-03-01 13:11:30.398,hydrocodone-acetaminophen
2003-03-01 13:12:17.431,alpraz
2003-03-01 13:12:23.768,ibuprofen
2003-03-01 13:12:29.475,norco
2003-03-01 13:12:36.548,adderall
2003-03-01 13:12:36.741,flov
2003-03-01 13:12:42.645,valium
2003-03-01 13:12:44.594,sinemet
2003-03-01 13:12:48.083,cyclobenzaprine
2003-03-01 13:12:56.769,tizanidine
2003-03-01 13:13:44.466,tamiflu
2003-03-01 13:13:46.613,paxil
2003-03-01 13:14:10.339,bactrim (sulfame
2003-03-01 13:14:17.516,alprazolam
2003-03-01 13:14:49.464,adderall xr
2003-03-01 13:15:03.537,adipex-p
2003-03-01 13:15:12.435,trazodone
2003-03-01 13:15:17.490,klonopin
2003-03-01 13:15:34.684,th
2003-03-01 13:15:36.547,chlorp
2003-03-01 13:15:40.645,zyprexa
2003-03-01 13:15:41.863,trazodone
2003-03-01 13:15:50.162,zoloft
2003-03-01 13:16:17.290,ativan
2003-03-01 13:16:26.499,humira pen
2003-03-01 13:17:03.437,ativa
2003-03-01 13:17:03.638,fentanyl
2003-03-01 13:17:31.961,norco
2003-03-01 13:18:07.216,trintellix
2003-03-01 13:18:20.796,fluoxetine
2003-03-01 13:18:24.618,prednisone
2003-03-01 13:18:34.367,medro
2003-03-01 13:18:41.066,sertralin
2003-03-01 13:18:57.111,zofran odt
2003-03-01 13:18:58.444,zolpidem
2003-03-01 13:19:27.629,gabapentin
2003-03-01 13:19:37.213,dilaudid
2003-03-01 13:19:51.147,diazepam
2003-03-01 13:20:13.358,zoloft
2003-03-01 13:20:22.187,skelaxin
2003-03-01 13:20:35.859,cymba
2003-03-01 13:20:48.502,diazepam
2003-03-01 13:20:49.977,lexapro
2003-03-01 13:21:01.034,gabapentin
2003-03-01 13:21:08.139,celexa
2003-03-01 13:21:10.814,norco
2003-03-01 13:21:11.856,benazepril
2003-03-01 13:21:46.250,bupropion hcl
2003-03-01 13:21:49.341,norco
2003-03-01 13:22:05.529,tobrsex
2003-03-01 13:22:34.004,lorazepam
2003-03-01 13:22:34.378,hydromet
2003-03-01 13:22:45.752,cyclo
2003-03-01 13:22:47.562,levothy
2003-03-01 13:22:55.632,tobradex
2003-03-01 13:22:56.187,wellbutrin sr
2003-03-01 13:23:20.919,lorazepam
2003-03-01 13:23:26.631,silde
2003-03-01 13:24:02.756,seroquel
2003-03-01 13:24:18.725,ondansetr
2003-03-01 13:24:22.887,fentanyl
2003-03-01 13:24:43.689,prozac
2003-03-01 13:24:49.130,trazodone
2003-03-01 13:24:50.567,xanax
2003-03-01 13:24:56.373,gabape
2003-03-01 13:24:56.786,hydrom
2003-03-01 13:25:02.894,zoloft
2003-03-01 13:25:24.826,fluoxetine
2003-03-01 13:25:28.803,prozac
2003-03-01 13:25:35.483,xo
2003-03-01 13:25:36.884,zolof
2003-03-01 13:25:57.999,ondansetron hcl
2003-03-01 13:26:31.206,seroquel
2003-03-01 13:26:52.774,fentanyl
2003-03-01 13:27:35.383,norco
2003-03-01 13:27:53.749,oxycodone
2003-03-01 13:27:54.323,ativan
2003-03-01 13:27:55.018,clotrimazole
2003-03-01 13:28:06.567,zoloft
2003-03-01 13:28:07.153,adderall
2003-03-01 13:28:32.618,focalin xr
2003-03-01 13:28:51.232,norco
2003-03-01 13:28:58.803,oxycontin
2003-03-01 13:29:37.135,oxycontin
2003-03-01 13:30:07.281,levsin
2003-03-01 13:30:27.766,chlorpromazine
2003-03-01 13:31:04.487,cy
2003-03-01 13:31:07.344,dulox
2003-03-01 13:31:12.461,systane (propylene glycol)
2003-03-01 13:31:14.572,lorazepam
2003-03-01 13:31:17.887,gabapentin
2003-03-01 13:31:26.447,fluoxetine
2003-03-01 13:31:28.993,proair
2003-03-01 13:31:45.786,latuda
2003-03-01 13:31:50.370,duloxetine
2003-03-01 13:31:54.499,docusat
2003-03-01 13:31:56.800,seroq
2003-03-01 13:31:58.636,levothyroxine
2003-03-01 13:32:04.231,wellbutrin xl
2003-03-01 13:32:10.583,ambien
2003-03-01 13:32:28.504,propra
2003-03-01 13:32:40.278,benzt
2003-03-01 13:33:02.689,keflex
2003-03-01 13:33:10.240,morphine
2003-03-01 13:33:24.649,timolol
2003-03-01 13:33:27.609,strattera
2003-03-01 13:33:32.791,proza
2003-03-01 13:34:00.659,mucinex
2003-03-01 13:34:17.099,propranolol
2003-03-01 13:34:19.585,norco
2003-03-01 13:34:24.280,zoloft
2003-03-01 13:34:40.829,xalatan
2003-03-01 13:34:42.760,efudex
2003-03-01 13:34:45.638,prednisone
2003-03-01 13:34:51.898,clindam
2003-03-01 13:34:53.298,norco
2003-03-01 13:35:00.402,benztropine
2003-03-01 13:35:11.651,klonopin
2003-03-01 13:35:19.006,levs
2003-03-01 13:35:30.253,perco
2003-03-01 13:35:33.100,albuterol
2003-03-01 13:35:41.256,depakote
2003-03-01 13:35:42.421,morphine
2003-03-01 13:35:54.406,quetiapine
2003-03-01 13:35:54.462,klonop
2003-03-01 13:35:56.275,bisc
2003-03-01 13:36:08.366,sertraline
2003-03-01 13:36:32.107,venlafaxine
2003-03-01 13:36:59.394,cjosep
2003-03-01 13:37:00.356,cyclob
2003-03-01 13:37:05.277,polyeth
2003-03-01 13:37:07.032,venlafaxine
2003-03-01 13:37:13.313,lidocaine
2003-03-01 13:37:29.826,morphine
2003-03-01 13:37:30.886,oxyco
2003-03-01 13:37:44.875,amitr
2003-03-01 13:37:57.842,cutivate
2003-03-01 13:38:09.923,prometh
2003-03-01 13:38:11.281,lunesta
2003-03-01 13:38:13.238,tramadol
2003-03-01 13:38:13.517,morphine
2003-03-01 13:38:23.516,sertaline
2003-03-01 13:38:34.698,zoloft
2003-03-01 13:38:45.583,biofreeze (menthol)
2003-03-01 13:38:54.389,morphine
2003-03-01 13:39:06.344,col
2003-03-01 13:39:06.360,phentermine
2003-03-01 13:39:39.355,gabapentin
2003-03-01 13:39:48.315,blood
2003-03-01 13:39:49.407,senna s
2003-03-01 13:40:06.540,oxycodone
2003-03-01 13:40:10.596,morphine
2003-03-01 13:40:13.665,oxybut
2003-03-01 13:40:30.544,nature thyroid
2003-03-01 13:40:38.564,latanopros
2003-03-01 13:40:41.235,fentanyl
2003-03-01 13:41:14.657,estra
2003-03-01 13:41:33.107,lorazepam
2003-03-01 13:41:33.439,xanax
2003-03-01 13:41:46.749,ativan
2003-03-01 13:41:52.586,estradiol
2003-03-01 13:42:13.832,bupropion
2003-03-01 13:42:15.057,propranolol
2003-03-01 13:42:20.400,adderall
2003-03-01 13:42:21.129,latanoprost
2003-03-01 13:43:04.730,fentanyl
2003-03-01 13:43:26.811,oxybut
2003-03-01 13:43:28.049,digo
2003-03-01 13:43:56.124,alprazolam
2003-03-01 13:44:08.724,oxyb
2003-03-01 13:44:27.287,norco
2003-03-01 13:44:33.599,benadryl
2003-03-01 13:44:43.629,pristiq
2003-03-01 13:45:05.135,wellbutrin
2003-03-01 13:45:10.133,latanoprost
2003-03-01 13:45:14.511,ciprodex
2003-03-01 13:45:28.811,baclofen
2003-03-01 13:45:36.876,haloperidol
2003-03-01 13:45:54.146,nature thyroid
2003-03-01 13:45:55.648,aspir-81
2003-03-01 13:46:00.749,zoloft
2003-03-01 13:46:03.764,wellbutrin
2003-03-01 13:46:12.127,polyeth
2003-03-01 13:46:12.500,bactroban
2003-03-01 13:46:24.839,quetiapine
2003-03-01 13:46:49.325,concerta
2003-03-01 13:46:59.162,trazodon
2003-03-01 13:47:07.366,temazepam
2003-03-01 13:47:13.914,seroquel
2003-03-01 13:47:22.435,fluoxetine
2003-03-01 13:47:23.838,panto
2003-03-01 13:47:32.716,nature thyroid
2003-03-01 13:47:40.245,bisc
2003-03-01 13:47:55.266,haloperidol
2003-03-01 13:48:09.954,morphine
2003-03-01 13:48:21.607,tobradex
2003-03-01 13:48:37.287,levaq
2003-03-01 13:48:39.103,oxyb
2003-03-01 13:48:49.753,cipro
2003-03-01 13:49:12.940,neuront
2003-03-01 13:49:32.209,adderall
2003-03-01 13:50:13.323,medrol
2003-03-01 13:50:14.991,zantac
2003-03-01 13:50:28.313,levaq
2003-03-01 13:50:39.509,norc
2003-03-01 13:50:56.399,amoxi
2003-03-01 13:50:57.633,quilli
2003-03-01 13:50:57.683,seroquel
2003-03-01 13:51:33.279,plavix
2003-03-01 13:51:34.400,xanax
2003-03-01 13:51:46.938,motrin
2003-03-01 13:51:48.615,ambien
2003-03-01 13:51:53.718,vyvanse
2003-03-01 13:51:58.893,lisdexamfetamine
2003-03-01 13:52:06.962,hydralazine
2003-03-01 13:52:29.967,senex
2003-03-01 13:52:37.656,cyclob
2003-03-01 13:52:44.763,ibupr
2003-03-01 13:52:48.474,alprazolam
2003-03-01 13:52:49.239,dulcolax (bisacodyl)
2003-03-01 13:53:02.566,biofr
2003-03-01 13:53:18.862,wellbutrin
2003-03-01 13:53:27.771,tylenol
2003-03-01 13:54:15.322,carbidop
2003-03-01 13:54:27.983,lidod
2003-03-01 13:54:28.566,norco
2003-03-01 13:54:29.260,ativan
2003-03-01 13:54:40.462,sertraline
2003-03-01 13:54:49.533,celexa
2003-03-01 13:54:56.661,bu
2003-03-01 13:55:19.782,zipra
2003-03-01 13:55:31.750,lorazepam
2003-03-01 13:55:45.133,reme
2003-03-01 13:55:45.542,risperdal
2003-03-01 13:55:52.232,cital
2003-03-01 13:56:16.668,ranitidine hcl
2003-03-01 13:56:19.558,mobic
2003-03-01 13:56:36.636,fluoxetine
2003-03-01 13:56:37.131,latuda
2003-03-01 13:56:38.435,methylphenidate hcl
2003-03-01 13:56:42.995,mirta
2003-03-01 13:56:44.698,viibryd
2003-03-01 13:56:46.531,amoxicillin
2003-03-01 13:56:49.184,tegaderm transparent dressing
2003-03-01 13:57:18.621,morphine
2003-03-01 13:57:26.447,fluoxetine
2003-03-01 13:57:47.998,gabapentin
2003-03-01 13:57:56.902,diazepam
2003-03-01 13:57:59.932,seroqu
2003-03-01 13:58:15.498,lamo
2003-03-01 13:58:25.394,roxanol
2003-03-01 13:58:31.915,morphine
2003-03-01 13:58:39.514,adderall xr
2003-03-01 13:58:40.444,tizanidine
2003-03-01 13:58:54.528,duloxetine
2003-03-01 13:58:57.984,morphine con
2003-03-01 13:59:11.129,sertraline
2003-03-01 13:59:11.730,finasteride
2003-03-01 13:59:23.827,gabapentin
2003-03-01 13:59:44.080,concerta
2003-03-01 14:00:19.474,percocet
2003-03-01 14:00:19.563,diprolene
2003-03-01 14:00:41.312,norco
2003-03-01 14:00:42.027,clonidine hcl
2003-03-01 14:00:51.745,xanax
2003-03-01 14:00:52.130,primidon
2003-03-01 14:01:10.660,premarin
2003-03-01 14:01:17.837,trazodone
2003-03-01 14:01:22.370,lorazepam
2003-03-01 14:01:38.780,escital
2003-03-01 14:01:48.134,adderall
2003-03-01 14:01:48.326,ceftriaxone
2003-03-01 14:01:59.582,monodox
2003-03-01 14:02:22.280,tizanidine
2003-03-01 14:02:32.425,cleocin
2003-03-01 14:02:33.944,morphine
2003-03-01 14:02:40.228,lorazepam
2003-03-01 14:02:41.900,zyprexa
2003-03-01 14:03:07.439,fentanyl
2003-03-01 14:03:34.048,wellbutrin xl
2003-03-01 14:03:59.561,seroqu
2003-03-01 14:04:05.678,wellbutrin xl
2003-03-01 14:04:11.913,fentanyl
2003-03-01 14:04:22.607,clonidine hcl
2003-03-01 14:04:56.053,effexor xr
2003-03-01 14:05:15.210,azithromycin
2003-03-01 14:05:21.136,klonopin
2003-03-01 14:05:34.333,clonidine hcl
2003-03-01 14:05:46.027,concer
2003-03-01 14:05:55.103,levothyroxine
2003-03-01 14:05:57.327,paxil
2003-03-01 14:05:57.412,clon
2003-03-01 14:06:16.312,levaquin
2003-03-01 14:06:16.459,singu
2003-03-01 14:06:18.933,concerta
2003-03-01 14:06:27.758,latuda
2003-03-01 14:06:31.358,xanax
2003-03-01 14:06:36.058,oxycodone
2003-03-01 14:06:38.911,levoflo
2003-03-01 14:07:24.145,methylph
2003-03-01 14:07:25.723,senna
2003-03-01 14:07:59.729,adderall xr
2003-03-01 14:08:21.413,sronyx
2003-03-01 14:08:24.563,clonidine hcl
2003-03-01 14:08:39.702,adderall xr
2003-03-01 14:08:44.895,dilaudid
2003-03-01 14:09:00.348,clonidine hcl
2003-03-01 14:09:02.055,abilify
2003-03-01 14:09:23.712,oxycodone
2003-03-01 14:09:35.105,klonopin
2003-03-01 14:09:54.510,tizanidine
2003-03-01 14:10:05.417,oxycodone
2003-03-01 14:10:14.921,duloxetine
2003-03-01 14:10:26.492,morphine
2003-03-01 14:10:47.110,percocet
2003-03-01 14:10:48.573,morphine
2003-03-01 14:11:13.511,zoloft
2003-03-01 14:11:23.270,chlor
2003-03-01 14:11:32.658,ambien
2003-03-01 14:11:37.128,proair
2003-03-01 14:11:44.101,valium
2003-03-01 14:12:11.084,cytotec
2003-03-01 14:12:24.405,umeclidinium
2003-03-01 14:12:33.332,baclofen
2003-03-01 14:12:36.285,addera
2003-03-01 14:12:38.139,augmentin
2003-03-01 14:12:39.071,ferrous sulfate
2003-03-01 14:13:05.704,napre
2003-03-01 14:13:10.823,clozapine
2003-03-01 14:13:23.349,morphine
2003-03-01 14:13:40.695,fentanyl
2003-03-01 14:13:50.728,naprelan cr
2003-03-01 14:13:59.561,adderall
2003-03-01 14:14:02.999,coreg
2003-03-01 14:14:22.448,tramadol
2003-03-01 14:14:36.696,prozac
2003-03-01 14:14:36.866,naprelan cr
2003-03-01 14:14:46.933,percocet
2003-03-01 14:14:55.517,umec
2003-03-01 14:15:03.071,xarelto
2003-03-01 14:15:10.780,cloni
2003-03-01 14:15:19.373,fluticasone
2003-03-01 14:15:19.472,tor
2003-03-01 14:15:58.018,hydrocodone-acetaminophen
2003-03-01 14:16:13.521,tobramycin
2003-03-01 14:16:16.648,ambien
2003-03-01 14:16:36.304,tramadol
2003-03-01 14:16:59.112,vistaril
2003-03-01 14:16:59.569,venlafaxine
2003-03-01 14:17:26.853,methoca
2003-03-01 14:17:32.358,incrus
2003-03-01 14:17:46.685,adderall xr
2003-03-01 14:17:52.928,tudorza
2003-03-01 14:18:23.780,armo
2003-03-01 14:18:26.060,guaif
2003-03-01 14:19:15.820,fluoxetine
2003-03-01 14:19:18.223,depakote er
2003-03-01 14:19:31.328,tramadol
2003-03-01 14:19:47.144,pristiq
2003-03-01 14:19:47.483,zinc
2003-03-01 14:19:51.382,lamisil
2003-03-01 14:20:03.422,lorazepam
2003-03-01 14:20:09.892,adderall
2003-03-01 14:20:14.543,ketamine
2003-03-01 14:20:21.463,artificial
2003-03-01 14:20:35.159,norco
2003-03-01 14:20:41.072,morphine
2003-03-01 14:20:46.575,risperidone
2003-03-01 14:20:54.017,adderal
2003-03-01 14:21:01.777,celexa
2003-03-01 14:21:12.289,rexulti
2003-03-01 14:21:16.264,norco
2003-03-01 14:21:25.334,lamictal
2003-03-01 14:21:49.284,prevident 5000 plus
2003-03-01 14:21:55.869,ambien
2003-03-01 14:22:01.356,gabapentin
2003-03-01 14:22:03.264,celexa
2003-03-01 14:22:06.798,pristiq
2003-03-01 14:22:26.137,claritin
2003-03-01 14:22:30.036,klonopin
2003-03-01 14:22:32.909,traz
2003-03-01 14:22:37.515,lamisil
2003-03-01 14:22:39.207,wellbutrin sr
2003-03-01 14:22:40.668,mirtazapine
2003-03-01 14:22:49.713,suboxone
2003-03-01 14:22:56.284,senna s
2003-03-01 14:23:07.059,vantin
2003-03-01 14:23:08.297,amitriptyline
2003-03-01 14:23:09.593,cyano
2003-03-01 14:23:10.912,montelukast
2003-03-01 14:23:16.237,digoxin
2003-03-01 14:23:38.211,ketamine/lidocaine
2003-03-01 14:23:41.006,halo
2003-03-01 14:23:53.215,sildenafil (antihypertensive)
2003-03-01 14:23:53.892,cefpo
2003-03-01 14:24:00.798,morphine
2003-03-01 14:24:08.782,adderall xr
2003-03-01 14:24:15.775,clonidine hcl
2003-03-01 14:24:25.220,folic
2003-03-01 14:24:25.378,tramad
2003-03-01 14:24:32.164,klonopin
2003-03-01 14:24:32.329,benzonatate
2003-03-01 14:24:38.803,cherat
2003-03-01 14:24:40.358,gabapentin
2003-03-01 14:24:40.709,xanax
2003-03-01 14:25:07.215,risperdal
2003-03-01 14:25:08.032,naltrexone
2003-03-01 14:25:15.439,wellbutrin sr
2003-03-01 14:25:52.582,trazodone
2003-03-01 14:26:10.255,augmentin
2003-03-01 14:26:16.721,bupro
2003-03-01 14:26:27.876,levaquin
2003-03-01 14:26:39.847,alprazolam
2003-03-01 14:26:50.177,emsam
2003-03-01 14:27:17.173,lamotrigine
2003-03-01 14:27:22.255,tramadol
2003-03-01 14:27:24.956,hydroxyzine hcl
2003-03-01 14:27:25.858,cymbalta
2003-03-01 14:27:32.884,armour
2003-03-01 14:27:41.408,morphine
2003-03-01 14:27:56.123,wellbutrin
2003-03-01 14:27:58.517,lorazepam
2003-03-01 14:27:59.938,lidiocaine cream
2003-03-01 14:28:09.235,pristiq
2003-03-01 14:28:26.774,tramadol
2003-03-01 14:28:37.125,propranolol
2003-03-01 14:29:17.799,lexapro
2003-03-01 14:29:27.683,tramadol
2003-03-01 14:29:42.102,zofran (as hydrochloride)
2003-03-01 14:29:45.856,risperidone
2003-03-01 14:30:05.688,benadryl
2003-03-01 14:30:22.421,xana
2003-03-01 14:30:30.629,ritalin
2003-03-01 14:30:39.312,latanoprost
2003-03-01 14:30:42.728,alprazolam
2003-03-01 14:30:55.887,hydromorphone
2003-03-01 14:31:00.581,venlafaxine
2003-03-01 14:31:16.578,torsemide
2003-03-01 14:31:27.763,nature-throid
2003-03-01 14:31:43.529,lora
2003-03-01 14:31:45.309,cyclobenzaprine
2003-03-01 14:31:48.854,morphine concentrate
2003-03-01 14:31:49.942,cefop
2003-03-01 14:32:03.704,tizanidine
2003-03-01 14:32:08.665,lorazepam
2003-03-01 14:32:13.738,norco
2003-03-01 14:32:14.438,risperdal
2003-03-01 14:32:14.551,butalbital-acetaminophen-caff
2003-03-01 14:32:15.391,alprazolam
2003-03-01 14:32:21.034,venlafaxine
2003-03-01 14:32:37.235,morphine
2003-03-01 14:32:51.502,klonopin
2003-03-01 14:32:52.096,haloperidol lactate
2003-03-01 14:32:52.857,cyclobenzaprine
2003-03-01 14:32:57.600,medrol (pak)
2003-03-01 14:32:59.843,wellbutrin sr
2003-03-01 14:33:04.665,valium
2003-03-01 14:33:06.767,alprazolam
2003-03-01 14:33:06.996,ibuprofen
2003-03-01 14:33:10.629,augmentin
2003-03-01 14:33:17.076,ms
2003-03-01 14:33:18.991,narcan
2003-03-01 14:33:25.963,sucralfate
2003-03-01 14:33:40.172,celexa
2003-03-01 14:33:52.853,lorazepam
2003-03-01 14:33:53.310,dilaudid
2003-03-01 14:33:55.758,venlafaxine
2003-03-01 14:34:06.020,triamcino
2003-03-01 14:34:06.784,buspirone
2003-03-01 14:34:16.603,cefdinir
2003-03-01 14:34:26.636,fenta
2003-03-01 14:34:27.393,lithium carbonate
2003-03-01 14:34:34.576,topiramate
2003-03-01 14:34:36.931,klonopin
2003-03-01 14:34:41.942,morphine
2003-03-01 14:34:48.175,alprazolam
2003-03-01 14:34:52.828,vyvanse
2003-03-01 14:34:57.784,colace
2003-03-01 14:35:04.659,concerta
2003-03-01 14:35:04.831,gabapentin
2003-03-01 14:35:21.366,seroquel
2003-03-01 14:35:33.733,hydromorphone
2003-03-01 14:35:36.345,abilify
2003-03-01 14:35:55.152,vistaril
2003-03-01 14:35:56.159,buspirone
2003-03-01 14:36:10.012,lexapro
2003-03-01 14:36:14.766,percoc
2003-03-01 14:36:50.104,senna
2003-03-01 14:36:53.141,restasis
2003-03-01 14:36:56.634,miralax
2003-03-01 14:36:58.378,cilais
2003-03-01 14:37:19.491,cytotec
2003-03-01 14:37:19.732,hydrocodone
2003-03-01 14:37:21.550,effexor
2003-03-01 14:37:25.307,latuda
2003-03-01 14:37:37.067,modafinil
2003-03-01 14:37:37.456,alprazo
2003-03-01 14:37:46.488,neurontin
2003-03-01 14:38:04.269,narcan
2003-03-01 14:38:08.217,morphine
2003-03-01 14:38:19.048,methoc
2003-03-01 14:38:24.363,lexapro
2003-03-01 14:38:33.128,anxiety
2003-03-01 14:38:34.357,bactrim
2003-03-01 14:38:34.359,seroquel
2003-03-01 14:38:44.653,neurontin
2003-03-01 14:39:15.059,sene
2003-03-01 14:39:15.992,hydroxyzine
2003-03-01 14:39:22.775,z pak
2003-03-01 14:40:00.288,tobradex
2003-03-01 14:40:00.616,gabitril
2003-03-01 14:40:04.540,lorazepam
2003-03-01 14:40:24.066,seroquel
2003-03-01 14:40:33.768,morphine concentrate
2003-03-01 14:40:37.585,klonopin
2003-03-01 14:40:52.732,zoloft
2003-03-01 14:40:55.805,sertraline
2003-03-01 14:40:56.535,bis
2003-03-01 14:41:17.661,morphine
2003-03-01 14:41:34.426,tobradex
2003-03-01 14:41:35.367,trileptal
2003-03-01 14:41:42.903,bystolic
2003-03-01 14:41:45.830,methadone
2003-03-01 14:41:51.564,niphedimine
2003-03-01 14:41:53.374,lomotil
2003-03-01 14:41:54.678,oxycodone
2003-03-01 14:41:57.934,morphabond er
2003-03-01 14:41:58.290,ms contin
2003-03-01 14:41:59.363,procardia
2003-03-01 14:42:07.732,gabapentin
2003-03-01 14:42:24.038,doxycycline monohydrate
2003-03-01 14:42:24.056,lexapro
2003-03-01 14:42:26.048,lorazepam
2003-03-01 14:42:26.868,amoxic
2003-03-01 14:42:37.244,procardia
2003-03-01 14:42:50.471,coumadin
2003-03-01 14:42:54.879,norco
2003-03-01 14:43:09.120,nifedipine
2003-03-01 14:43:26.642,tizanidine
2003-03-01 14:43:49.043,lorazep
2003-03-01 14:43:49.070,oxyco
2003-03-01 14:44:00.654,norvasc
2003-03-01 14:44:03.192,lexapro
2003-03-01 14:44:05.299,triamcinolone
2003-03-01 14:44:14.486,dextroamphetamine-amphetamine
2003-03-01 14:44:16.363,concerta
2003-03-01 14:44:23.235,cyclobe
2003-03-01 14:44:24.197,warfarin
2003-03-01 14:44:26.834,lexapro
2003-03-01 14:44:35.366,effexor xr
2003-03-01 14:44:44.025,ipratr
2003-03-01 14:44:44.528,ativan
2003-03-01 14:44:46.533,colace
2003-03-01 14:44:53.240,morphabond er
2003-03-01 14:45:00.604,adderall
2003-03-01 14:45:07.111,hydrocodone-acetaminophen
2003-03-01 14:45:16.462,biofreeze
2003-03-01 14:45:22.219,tobradex
2003-03-01 14:45:26.036,duone
2003-03-01 14:45:29.013,albutero
2003-03-01 14:45:33.152,loraze
2003-03-01 14:45:40.827,narca
2003-03-01 14:46:02.248,ativan
2003-03-01 14:46:05.596,klonopin
2003-03-01 14:46:09.763,doxepin
2003-03-01 14:46:13.131,protoni
2003-03-01 14:46:16.766,cleocin
2003-03-01 14:46:18.906,adderall
2003-03-01 14:46:20.449,lorazepa
2003-03-01 14:47:02.017,retin a
2003-03-01 14:47:03.072,prozac
2003-03-01 14:47:16.282,biofreeze (menthol)
2003-03-01 14:47:22.561,morphine
2003-03-01 14:47:23.323,levaquin
2003-03-01 14:47:25.086,cycloben
2003-03-01 14:47:29.366,hydroxychloroquine
